3_Computer_Repair_Service;1200.156228;[16.638127, 17.615282, 18.509078, 20.158328, 20.486252, 19.980395];[1877, 1877, 1877, 1877, 1877, 1877];[12, 18, 16, 22, 24, 22];[35.029344, 45.64848, 52.077381, 46.995751, 41.156665, 38.02482];[2015, 2020, 2019, 2026, 2034, 2026];[105, 168, 191, 160, 128, 110];[101.689618, 190.06077299999998, 108.242266, 129.09887600000002, 182.904037, 115.831326];[2264.0, 2321.0, 2333.0, 2312.0, 2305.0, 2272.0];[74.0, 173.4, 76.4, 97.8, 182.4, 85.4];5
4_Expense_Handling_Process;670.84729;[18.085709, 16.20141, 16.520563, 16.773822];[1848, 1848, 1848, 1848];[13, 11, 13, 14];[33.580883, 31.337956, 35.126064, 34.448571];[1987, 1987, 1987, 1987];[87, 84, 108, 117];[114.649511, 111.76144599999999, 124.906038, 117.44797299999999];[2205.0, 2202.0, 2225.0, 2241.0];[94.4, 91.0, 107.2, 100.0];3
8_Mikkeller_webshop;170.492827;[17.818455];[1915];[18];[41.611034];[2064];[187];[111.060921];[2369.0];[132.6];0
10_Design_approval;1625.939776;[16.492387, 14.266986, 18.026514, 18.101711, 17.475144, 18.634677, 17.041922, 17.733993, 17.24963, 18.175159, 16.739018];[1839, 1839, 1839, 1839, 1839, 1839, 1839, 1839, 1839, 1839, 1839];[13, 15, 15, 13, 13, 19, 12, 15, 13, 16, 16];[34.22184, 44.357953, 34.144234, 35.862285, 24.123916, 42.51153, 30.373398, 38.476616, 26.963104, 37.503922, 31.902423];[1980, 1980, 1980, 1980, 1980, 1988, 1977, 1980, 1980, 1980, 1984];[104, 162, 99, 116, 47, 162, 100, 145, 58, 124, 91];[91.327696, 111.100133, 111.886722, 89.99149, 94.019599, 95.631185, 68.15926, 98.297602, 91.40625900000002, 97.601783, 106.122656];[2218.0, 2277.0, 2214.0, 2236.0, 2161.0, 2277.0, 2221.0, 2260.0, 2172.0, 2239.0, 2217.0];[68.6, 84.8, 91.2, 85.6, 92.6, 88.6, 67.2, 85.0, 77.2, 75.8, 85.2];10
15_Long_term_renting_process;427.154715;[21.057308, 20.229371];[2157, 2157];[19, 18];[61.926124, 40.148935];[2305, 2305];[292, 261];[155.35375, 128.433456];[2750.0, 2715.0];[165.6, 155.4];1
16_Bicycle_Rental_Process;221.114861;[21.518209];[2110];[22];[61.959805];[2261];[313];[137.634156];[2686.0];[135.4];0
18_nan;2542.840271;[24.03575, 22.825133, 22.754136, 26.123846, 25.195668, 24.771596, 23.780809, 23.26324];[2401, 2401, 2401, 2401, 2401, 2401, 2401, 2401];[23, 23, 23, 27, 23, 23, 23, 23];[63.369497, 74.805202, 94.304087, 79.48778, 76.211278, 64.115909, 77.467542, 55.519855];[2555, 2555, 2555, 2555, 2555, 2555, 2555, 2555];[323, 326, 475, 359, 424, 346, 417, 402];[229.09814999999998, 212.771864, 210.403727, 297.39585099999994, 221.68730100000002, 190.855837, 211.41421000000003, 191.16403300000002];[2982.0, 2984.0, 3126.0, 3036.0, 3125.0, 3003.0, 3070.0, 3058.0];[202.4, 173.0, 158.6, 274.8, 214.2, 175.8, 237.6, 230.8];7
1_Hospital_Workflow;422.299942;[18.332032, 19.893795, 18.477416];[1965, 1965, 1965];[11, 18, 11];[37.262382, 35.598755, 32.819392];[2103, 2113, 2103];[131, 106, 92];[84.418926, 80.632086, 94.85883599999998];[2372.0, 2348.0, 2333.0];[73.4, 59.6, 64.2];2
13_Translation_Order_Handling_Process;360.466746;[19.167996, 20.410738];[1995, 1995];[17, 25];[43.112769, 64.834536];[2142, 2146];[170, 442];[106.16453800000001, 106.77050600000001];[2444.0, 2756.0];[100.6, 68.8];1
5_Quality_control_of_medical_products;657.705179;[19.802548, 19.827175, 17.211469];[1949, 1949, 1949];[24, 24, 13];[45.19158, 57.244738, 57.428471];[2100, 2100, 2091];[264, 245, 253];[118.436968, 176.622405, 145.931097];[2488.0, 2456.0, 2478.0];[136.2, 163.8, 187.2];2
