3_Computer_Repair_Service;3544.104475;[18.454424, 18.29862, 17.147003, 17.10437, 17.289384, 17.696683, 17.172326, 17.654998, 17.549651, 18.224328, 18.029653, 17.676763, 17.010902, 17.409488, 17.494735, 17.520074, 17.629422, 16.86369, 18.260529, 18.272286, 16.791787, 16.987146, 18.098932, 17.871222, 17.485702];[1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777];[9, 18, 10, 11, 10, 14, 10, 13, 12, 16, 16, 13, 10, 12, 13, 14, 14, 10, 16, 18, 10, 10, 19, 17, 16];[21.920531, 26.806716, 31.565465, 29.375594, 40.09813, 24.145194, 39.623802, 28.100527, 22.132611, 46.517943, 30.306824, 32.334013, 23.323613, 25.249599, 41.792819, 32.650861, 22.832279, 35.858936, 24.789382, 34.708791, 30.63738, 25.151688, 27.675554, 27.324965, 32.904875];[1813, 1824, 1814, 1816, 1814, 1820, 1814, 1819, 1816, 1822, 1820, 1817, 1814, 1818, 1816, 1818, 1819, 1814, 1822, 1823, 1814, 1814, 1824, 1822, 1823];[44, 64, 86, 73, 145, 48, 134, 68, 36, 185, 84, 93, 45, 55, 157, 93, 40, 116, 51, 108, 82, 61, 80, 70, 114];[77.325264, 96.319252, 91.533128, 117.014511, 87.91301800000001, 78.642885, 74.81165999999999, 110.53840500000001, 88.325463, 152.455026, 116.519441, 141.65846299999998, 73.196764, 86.832041, 82.55174, 105.98104699999999, 81.852308, 87.47695700000001, 85.16677299999999, 113.438987, 67.45159000000001, 62.089919, 69.288275, 104.10231999999999, 93.762322];[1940.2, 1961.2, 1973.2, 1974.2, 2028.2, 1950.2, 2018.2, 1966.2, 1931.2, 2066.2, 1977.2, 1994.2, 1940.2, 1952.2, 2050.2, 1982.2, 1931.2, 2001.2, 1947.2, 2010.2, 1973.2, 1958.2, 1979.2, 1964.2, 1999.2];[72.8, 82.4, 80.0, 110.2, 85.2, 70.6, 68.0, 106.8, 80.6, 154.8, 117.4, 143.6, 63.8, 73.4, 68.0, 108.0, 73.8, 80.0, 85.8, 114.8, 53.0, 60.4, 73.4, 120.8, 90.2];24
4_Expense_Handling_Process;170.880871;[16.732156];[1748];[11];[37.24857];[1785];[117];[116.89771400000001];[1972.2];[109.6];0
8_Mikkeller_webshop;197.043594;[17.029828];[1815];[9];[44.936154];[1850];[168];[135.074754];[2086.2];[155.2];0
10_Design_approval;394.847331;[16.304097, 16.406106, 16.81323];[1739, 1739, 1739];[12, 12, 12];[27.746221, 28.59162, 39.411234];[1777, 1777, 1777];[85, 93, 145];[76.506893, 86.626406, 86.43590200000001];[1949.2, 1941.2, 1990.2];[94.6, 85.0, 85.0];2
15_Long_term_renting_process;1136.402782;[17.978788, 17.44024, 19.485213, 17.993213, 19.210659];[2057, 2057, 2057, 2057, 2057];[11, 11, 11, 11, 11];[51.218749, 37.556471, 52.061205, 52.106914, 49.875331];[2094, 2094, 2094, 2094, 2094];[202, 116, 204, 184, 234];[163.321805, 148.759493, 152.610178, 152.58001699999997, 184.194167];[2360.2, 2278.2, 2362.2, 2355.2, 2390.2];[140.6, 134.2, 171.4, 135.6, 192.4];4
16_Bicycle_Rental_Process;3218.276451;[20.250137, 19.658188, 19.469973, 18.347582, 19.872958, 19.219358, 20.553513, 19.337335, 20.4747, 20.647484, 20.277722, 18.744558, 18.495204, 20.065887, 19.272104, 20.464671];[2010, 2010, 2010, 2010, 2010, 2010, 2010, 2010, 2010, 2010, 2010, 2010, 2010, 2010, 2010, 2010];[23, 20, 18, 17, 20, 13, 20, 16, 23, 23, 20, 18, 18, 23, 23, 23];[65.899684, 47.301747, 50.297159, 48.081327, 40.777949, 48.696535, 48.074934, 44.397603, 52.94066, 45.772079, 59.895554, 67.139013, 61.72127, 58.016594, 50.936679, 64.356286];[2060, 2057, 2055, 2054, 2057, 2049, 2057, 2052, 2059, 2061, 2057, 2055, 2055, 2060, 2063, 2064];[354, 295, 319, 233, 175, 222, 216, 247, 268, 225, 314, 306, 274, 252, 206, 347];[129.92432300000002, 152.27704699999998, 107.90922, 158.067387, 97.959767, 126.452296, 120.852013, 132.888206, 129.23616900000002, 102.742153, 135.147155, 109.704009, 175.40826199999998, 149.940656, 111.900361, 108.380873];[2477.2, 2402.2, 2425.2, 2344.2, 2292.2, 2332.2, 2328.2, 2358.2, 2375.2, 2351.2, 2420.2, 2416.2, 2398.2, 2365.2, 2321.2, 2457.2];[124.4, 169.8, 157.6, 200.2, 103.4, 128.8, 146.4, 150.2, 133.0, 115.2, 159.8, 75.4, 157.0, 129.8, 94.2, 152.0];15
18_nan;292.921567;[22.693584];[2301];[23];[69.407278];[2351];[355];[200.81601700000002];[2751.2];[167.4];0
1_Hospital_Workflow;292.509579;[16.941384, 17.683944, 16.866269];[1865, 1865, 1865];[11, 11, 11];[25.967906, 25.515261, 24.087488];[1902, 1902, 1903];[75, 64, 56];[56.24201600000001, 53.635093, 55.5636];[2050.2, 2040.2, 2032.2];[56.6, 47.8, 49.6];2
13_Translation_Order_Handling_Process;863.976381;[16.28259, 16.619076, 16.144444, 16.586328, 17.357535];[1895, 1895, 1895, 1895, 1895];[13, 11, 11, 13, 17];[24.10673, 36.395576, 34.429782, 36.41594, 43.156357];[1934, 1932, 1932, 1934, 1938];[48, 124, 108, 120, 165];[83.04055500000001, 127.585205, 116.92621600000001, 172.9289, 105.98994199999999];[2062.2, 2132.2, 2117.2, 2129.2, 2163.2];[68.0, 115.4, 104.8, 167.6, 88.0];4
5_Quality_control_of_medical_products;295.113836;[18.26399, 18.009143];[1849, 1849];[18, 20];[38.346037, 42.242313];[1893, 1895];[162, 246];[96.76352899999999, 81.483058];[2118.2, 2197.2];[133.0, 110.6];1
