3_Computer_Repair_Service;561.371346;[11.05133, 7.621986, 11.47673, 7.049067, 8.037513, 6.632287, 6.872751, 6.610861];[316, 316, 316, 316, 316, 316, 316, 316];[26, 11, 28, 11, 20, 11, 14, 11];[36.991205, 18.137272, 42.520928, 17.130731, 15.142145, 22.928751, 15.63603, 23.122087];[368, 353, 362, 353, 361, 353, 353, 353];[145, 74, 197, 71, 72, 173, 115, 145];[54.004835, 24.347453, 38.167431, 41.960849, 43.996933, 40.30478, 34.557951, 27.057572];[553, 490, 614, 487, 488, 581, 530, 561];[233, 79, 195, 245, 370, 321, 265, 220];7
4_Expense_Handling_Process;36.938616;[6.127018];[287];[13];[12.635021];[326];[78];[18.174572];[461];[139];0
8_Mikkeller_webshop;1055.767553;[6.864043, 7.657641, 7.032731, 6.868626, 7.159141, 6.860559, 6.876992, 6.681073, 6.730432, 7.336093, 7.88223, 6.756448, 7.868107, 6.693494, 9.589238];[354, 354, 354, 354, 354, 354, 354, 354, 354, 354, 354, 354, 354, 354, 354];[7, 10, 7, 7, 10, 7, 7, 7, 7, 14, 20, 7, 20, 7, 23];[13.197439, 24.726252, 14.954007, 13.999456, 27.056017, 12.458249, 12.91211, 12.6637, 11.234752, 16.904291, 16.613569, 9.976919, 19.927294, 21.967657, 36.503594];[387, 390, 387, 387, 390, 387, 387, 387, 387, 394, 396, 387, 397, 387, 398];[34, 127, 76, 70, 226, 62, 84, 101, 62, 95, 117, 48, 161, 137, 219];[77.661762, 57.992406, 56.335477, 38.537525, 46.829971, 27.499814, 33.192494, 38.062048, 31.79221, 32.510452, 35.866384, 29.469472, 40.223987, 97.170531, 38.64834];[488, 580, 530, 524, 670, 516, 538, 555, 516, 549, 571, 502, 616, 591, 665];[365, 415, 557, 327, 409, 234, 387, 421, 282, 289, 352, 246, 444, 462, 258];14
10_Design_approval;43.500057;[6.808832];[278];[18];[17.610663];[319];[117];[19.078311];[495];[129];0
15_Long_term_renting_process;496.323495;[12.500779, 12.164893, 11.815197, 11.68492, 12.318907];[596, 596, 596, 596, 596];[17, 15, 15, 13, 19];[39.101357, 36.495452, 34.110102, 29.737059, 30.729447];[635, 635, 635, 635, 635];[301, 261, 295, 201, 209];[77.616045, 43.593728, 55.681083, 43.918528, 44.847699];[997, 957, 991, 897, 893];[645, 360, 610, 311, 381];4
16_Bicycle_Rental_Process;603.618273;[15.03486, 15.479124];[549, 549];[25, 27];[119.433316, 124.527612];[601, 601];[422, 446];[202.816434, 126.320402];[1070, 1098];[856, 426];1
18_nan;7581.930161;[9.098971, 19.208041, 23.365401, 23.495115, 23.662364, 23.006034, 23.827062, 19.181979, 20.892918, 23.275607, 19.700623, 19.352043, 20.269379, 24.579054, 26.869461, 23.077079, 21.137782, 18.982577, 26.515944, 19.849765, 18.733481, 20.213847, 24.479075];[840, 840, 840, 840, 840, 840, 840, 840, 840, 840, 840, 840, 840, 840, 840, 840, 840, 840, 840, 840, 840, 840, 840];[29, 27, 38, 40, 42, 40, 40, 27, 29, 40, 27, 27, 30, 43, 50, 40, 34, 27, 50, 29, 24, 30, 43];[120.929554, 121.822011, 112.321653, 158.008375, 142.966934, 126.337505, 144.077717, 119.411319, 132.806208, 133.903932, 127.919331, 106.278503, 130.273835, 142.60846, 139.103279, 137.625002, 107.088856, 134.47375, 146.187089, 117.389991, 44.855163, 125.545672, 147.897204];[894, 894, 894, 904, 909, 904, 904, 894, 892, 904, 892, 894, 894, 907, 904, 904, 898, 894, 904, 894, 890, 894, 904];[392, 393, 358, 571, 506, 419, 503, 388, 443, 451, 426, 332, 438, 494, 473, 472, 335, 460, 515, 377, 108, 419, 526];[139.22661, 151.984019, 116.09848, 536.76945, 339.552332, 162.969968, 268.058764, 122.633551, 143.026544, 125.598004, 172.382136, 128.935291, 160.032994, 107.925803, 237.610096, 167.579484, 128.263904, 147.029281, 144.351773, 159.070952, 178.792554, 181.972074, 149.422999];[1331, 1333, 1278, 1486, 1445, 1354, 1463, 1328, 1383, 1409, 1343, 1254, 1355, 1449, 1392, 1431, 1275, 1399, 1474, 1317, 1047, 1337, 1420];[450, 512, 350, 3756, 1968, 564, 1323, 379, 467, 385, 630, 412, 556, 478, 1076, 587, 411, 482, 468, 560, 690, 685, 494];22
1_Hospital_Workflow;677.728824;[10.980476, 10.374499, 12.977315, 10.323084, 11.243734, 10.371457];[404, 404, 404, 404, 404, 404];[20, 17, 25, 17, 20, 17];[26.185325, 31.017958, 51.273948, 34.623104, 33.198123, 55.513007];[449, 449, 459, 449, 449, 449];[66, 82, 149, 92, 89, 164];[42.486993, 74.551044, 46.459208, 67.181238, 54.940238, 94.017785];[570, 588, 645, 596, 593, 668];[118, 232, 128, 202, 159, 304];5
13_Translation_Order_Handling_Process;3120.691304;[10.269914, 9.385888, 9.444323, 10.048877, 9.198077, 10.115794, 9.629322, 12.553583, 9.406964, 9.450134, 10.021426, 9.435431, 10.04158, 9.62159, 9.459947, 10.515064, 8.650652, 10.260508, 9.418606, 9.487483];[434, 434, 434, 434, 434, 434, 434, 434, 434, 434, 434, 434, 434, 434, 434, 434, 434, 434, 434, 434];[16, 13, 13, 15, 13, 15, 13, 22, 13, 13, 15, 13, 15, 13, 13, 16, 10, 15, 13, 13];[31.270257, 32.495249, 67.108918, 48.591393, 16.147621, 61.719637, 22.839494, 56.368213, 56.049221, 28.828858, 40.623735, 21.748177, 47.853762, 50.528385, 56.980212, 39.006231, 58.231127, 37.150821, 58.41395, 94.526688];[473, 473, 473, 473, 473, 473, 473, 473, 473, 473, 473, 473, 473, 473, 473, 473, 470, 473, 473, 473];[80, 84, 206, 141, 33, 186, 53, 168, 166, 72, 108, 49, 136, 148, 173, 108, 173, 100, 175, 313];[107.323691, 79.23913, 87.651108, 88.424163, 61.444991, 99.591861, 103.746786, 60.153445, 181.346863, 95.348626, 79.552772, 75.334515, 103.425126, 175.989008, 104.748922, 58.543571, 122.698168, 86.797933, 127.645468, 98.753379];[614, 618, 739, 675, 567, 719, 587, 687, 715, 606, 642, 583, 670, 682, 707, 642, 707, 626, 708, 831];[361, 249, 274, 286, 183, 325, 349, 173, 773, 311, 247, 233, 345, 733, 349, 169, 428, 279, 453, 317];19
5_Quality_control_of_medical_products;163.168996;[10.776281];[388];[20];[76.50406];[434];[248];[75.885305];[736];[232];0
